SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
VEDL,Vedanta Limited,EQ,13-May-98,1,1,INE205A01025,1
