Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Last 5 Day Avg. Vol,Previous-Last 5 Day Avg. Vol,5 Day Price Change(5Day),STD of 100 Day Price Change(5Day),signal,c_signal,exit,return,str_return,cu_str_return,cu_mar_return
2018-04-06,VEDL,EQ,289.9,286.0,287.6,281.5,284.9,285.05,284.89,9519156,271193779419999.97,65821,1640284,0.1723,11850164.6,12369192.4,12.049999999999955,,0,0,0,-0.016871432450018795,-0.0,,
2018-04-09,VEDL,EQ,285.05,283.7,289.4,280.0,281.45,281.35,283.52,11022862,312524289740000.0,92069,2742476,0.2488,10813660.4,13042039.6,2.75,,0,0,0,-0.01306515759830281,-0.0,,
2018-04-10,VEDL,EQ,281.35,291.0,292.0,283.2,284.8,284.1,286.03,12178281,348332842190000.0,94402,2941585,0.2415,11707044.8,11951534.0,-1.849999999999966,,0,0,0,0.009726842980854267,0.0,,
2018-04-11,VEDL,EQ,284.1,290.1,297.7,287.35,297.15,296.8,293.41,22771881,668148625040000.0,160053,5599793,0.2459,12199086.8,11237032.2,9.800000000000011,,0,0,0,0.043732222433083105,0.0,,
2018-04-12,VEDL,EQ,296.8,296.0,296.45,287.0,289.7,288.7,291.77,10682208,311672668440000.0,94800,3268125,0.3059,14189829.0,10825539.6,6.900000000000034,,0,0,0,-0.02767042462433602,-0.0,,
2018-04-13,VEDL,EQ,288.7,291.15,294.7,288.5,292.0,291.65,291.88,11510464,335964081870000.0,80726,2545429,0.2211,13234877.6,11850164.6,3.6499999999999773,,0,0,0,0.010166366530757148,0.0,,
2018-04-16,VEDL,EQ,291.65,288.05,291.95,286.65,290.35,290.3,289.06,7545130,218100393835000.0,61698,2128661,0.2821,13633139.2,10813660.4,10.299999999999955,,0,0,0,-0.004639582169062344,-0.0,,
2018-04-17,VEDL,EQ,290.3,293.4,295.25,287.4,288.1,288.8,290.54,9828946,285573707090000.0,73251,2205784,0.22440000000000002,12937592.8,11707044.8,6.199999999999989,,0,0,0,-0.005180464011913061,-0.0,,
2018-04-18,VEDL,EQ,288.8,293.0,294.0,289.4,292.1,291.1,292.04,14009181,409121099155000.0,83250,4594748,0.32799999999999996,12467725.8,12199086.8,-8.0,,0,0,0,0.00793244373290644,0.0,,
2018-04-19,VEDL,EQ,291.1,296.75,313.5,296.75,310.45,311.7,307.07,31082632,954450593450000.0,199616,6991620,0.2249,10715185.8,14189829.0,2.400000000000034,,0,0,0,0.06837433602171385,0.0,,
2018-04-20,VEDL,EQ,311.7,305.45,309.75,303.0,309.0,308.6,306.41,13535858,414758238645000.0,98288,3308243,0.2444,14795270.6,13234877.6,20.05000000000001,,0,0,0,-0.009995246844230823,-0.0,,
2018-04-23,VEDL,EQ,308.6,307.7,311.45,304.0,304.3,305.05,307.58,7058597,217109229544999.97,54234,1639135,0.2322,15200349.4,13633139.2,18.30000000000001,,0,0,0,-0.011570242331199054,-0.0,,
2018-04-24,VEDL,EQ,305.05,293.0,299.8,288.0,298.65,297.4,294.71,14885085,438676691180000.0,110368,2537193,0.1705,15103042.8,12937592.8,16.25,,0,0,0,-0.02539766357180684,-0.0,,
2018-04-25,VEDL,EQ,297.4,296.6,297.55,288.2,288.5,290.2,292.22,8297914,242481167910000.0,78672,2011230,0.24239999999999998,16114270.6,12467725.8,6.2999999999999545,,0,0,0,-0.02450769357596714,-0.0,,
2018-04-26,VEDL,EQ,290.2,291.5,293.75,287.6,290.0,290.3,290.29,11827702,343345242955000.0,84900,5537520,0.4682,14972017.2,10715185.8,-21.5,,0,0,0,0.000344530580496852,0.0,,
2018-04-27,VEDL,EQ,290.3,293.0,296.5,290.05,294.1,294.05,293.15,6853011,200895994315000.0,55245,1497957,0.2186,11121031.2,14795270.6,-18.30000000000001,,0,0,0,0.012834949875380868,0.0,0.0,-0.0047497968857181366
2018-04-30,VEDL,EQ,294.05,295.4,302.25,293.1,298.45,298.4,298.76,6843221,204448400895000.0,71369,1438812,0.21030000000000001,9784461.8,15200349.4,-11.0,,0,0,0,0.014685047423640699,0.0,0.0,0.009935250537922562
2018-05-02,VEDL,EQ,298.4,296.65,296.65,282.3,283.55,283.4,287.25,12277622,352680499065000.0,116234,4362901,0.3554,9741386.6,15103042.8,1.0,,0,0,0,-0.0515755410730257,-0.0,0.0,-0.04164029053510314
2018-05-03,VEDL,EQ,283.4,283.95,288.75,277.35,287.0,286.2,283.5,13002792,368622701935000.0,90290,2536650,0.19510000000000002,9219894.0,16114270.6,-6.800000000000011,,0,0,0,0.009831539865770582,0.0,0.0,-0.03180875066933256
2018-05-04,VEDL,EQ,286.2,289.45,290.7,279.0,279.5,281.65,284.57,16087098,457789226350000.0,133067,3552335,0.2208,10160869.6,14972017.2,-4.100000000000023,13.357621968242121,0,0,0,-0.016025701781627624,-0.0,0.0,-0.047834452450960185
2018-05-07,VEDL,EQ,281.65,283.0,289.4,282.0,284.6,285.45,286.19,8242354,235886464615000.0,74174,2014703,0.2444,11012748.8,11121031.2,-12.400000000000034,13.345285277633224,0,0,0,0.013401717069545334,0.0,0.0,-0.03443273538141485
2018-05-08,VEDL,EQ,285.45,286.4,287.45,281.6,282.55,282.9,283.94,7858792,223140808469999.97,87586,2803241,0.3567,11290617.4,9784461.8,-12.949999999999989,13.407890739818436,0,0,0,-0.008973404102746697,-0.0,0.0,-0.04340613948416155
2018-05-09,VEDL,EQ,282.9,283.0,290.4,282.1,283.25,283.15,285.71,10284823,293846201610000.0,92364,3073621,0.2989,11493731.6,9741386.6,-0.5,13.40736150121426,0,0,0,0.0008833142522924001,0.0,0.0,-0.04252282523186915
2018-05-10,VEDL,EQ,283.15,284.75,285.5,278.5,279.8,279.7,281.11,8814612,247790495515000.0,92440,2842630,0.3225,11095171.8,9219894.0,-3.0500000000000114,13.407075726848657,0,0,0,-0.012259192351899893,-0.0,0.0,-0.05478201758376904
2018-05-11,VEDL,EQ,279.7,282.9,287.3,278.6,286.9,286.95,283.7,9774064,277292304325000.0,70887,3419965,0.34990000000000004,10257535.8,10160869.6,-1.9499999999999886,13.35753382359501,0,0,0,0.025590384346457447,0.0,0.0,-0.029191633237311596
2018-05-14,VEDL,EQ,286.95,288.0,288.35,280.55,282.9,282.1,283.58,7062942,200291282985000.0,53320,2303723,0.3262,8994929.0,11012748.8,1.5,13.35748890504816,0,0,0,-0.01704636654642086,-0.0,0.0,-0.046237999783732456
2018-05-15,VEDL,EQ,282.1,282.95,285.5,278.1,281.7,281.7,281.83,15412120,434353960739999.94,107467,7670978,0.49770000000000003,8759046.6,11290617.4,-0.7999999999999545,13.342046433373813,0,0,0,-0.001418943125623844,-0.0,0.0,-0.0476569429093563
2018-05-16,VEDL,EQ,281.7,281.65,284.0,276.5,278.7,278.8,279.76,10781519,301619664045000.0,87441,4286745,0.3976,10269712.2,11493731.6,-1.4499999999999886,13.324573107039804,0,0,0,-0.01034799599595807,-0.0,0.0,-0.05800493890531437
2018-05-17,VEDL,EQ,278.8,283.2,283.95,275.3,277.2,276.95,277.99,9379615,260748211794999.97,74552,3207252,0.3419,10369051.4,11095171.8,-0.8999999999999773,13.231893469869673,0,0,0,-0.006657694407255984,-0.0,0.0,-0.06466263331257036
2018-05-18,VEDL,EQ,276.95,278.2,278.5,269.35,270.3,270.3,273.0,8928454,243744929055000.03,101192,3660515,0.41000000000000003,10482052.0,10257535.8,-10.0,12.834339698833377,0,0,0,-0.02430453119671093,-0.0,0.0,-0.08896716450928129
2018-05-21,VEDL,EQ,270.3,270.3,273.25,261.05,264.75,263.85,265.3,9703835,257444939965000.0,82005,3410856,0.3515,10312930.0,8994929.0,-11.800000000000011,12.423278197062807,0,0,0,-0.024151693430724996,-0.0,0.0,-0.11311885794000628
2018-05-22,VEDL,EQ,263.85,264.9,270.9,261.5,269.55,269.95,266.1,8021927,213466259225000.0,100640,2700533,0.33659999999999995,10841108.6,8759046.6,-17.849999999999966,12.35823255440222,0,0,0,0.022855996812619052,0.0,0.0,-0.09026286112738724
2018-05-23,VEDL,EQ,269.95,263.4,263.5,250.2,250.5,252.65,257.34,18226457,469034495375000.0,142212,5238589,0.2874,9363070.0,10269712.2,-8.850000000000023,12.338395470148367,0,0,0,-0.06623162492637834,-0.0,0.0,-0.1564944860537656
2018-05-24,VEDL,EQ,252.65,252.2,253.25,240.15,251.0,250.6,248.18,20219901,501815246864999.94,180608,5545926,0.2743,10852057.6,10369051.4,-24.299999999999983,12.516120625219719,0,0,0,-0.008147089275949699,-0.0,0.0,-0.1646415753297153
2018-05-25,VEDL,EQ,250.6,247.3,256.75,241.2,252.25,251.8,247.45,27429408,678737534940000.0,236720,6811438,0.2483,13020114.8,10482052.0,-19.700000000000017,12.586909826875655,0,0,0,0.004777079148278907,0.0,0.0,-0.1598644961814364
2018-05-28,VEDL,EQ,251.8,253.35,255.25,245.6,253.5,253.65,252.47,9732030,245704074980000.03,86390,2958394,0.304,16720305.6,10312930.0,-12.050000000000011,12.490502412034932,0,0,0,0.007320242402452289,0.0,0.0,-0.1525442537789841
2018-05-29,VEDL,EQ,253.65,240.0,255.0,237.9,252.65,253.25,248.98,32936741,820051602070000.0,248333,6460273,0.1961,16725944.6,10841108.6,-16.299999999999983,12.456954357654475,0,0,0,-0.001578220883906297,-0.0,0.0,-0.1541224746628904
2018-05-30,VEDL,EQ,253.25,245.0,252.85,244.4,250.25,251.1,250.21,16362468,409404826455000.0,113999,6664602,0.4073,21708907.4,9363070.0,0.5999999999999943,12.444991071823946,0,0,0,-0.008525876965253443,-0.0,0.0,-0.16264835162814384
2018-05-31,VEDL,EQ,251.1,250.5,252.85,246.25,250.0,248.3,248.63,29327091,729164814850000.0,152180,18564584,0.633,21336109.6,10852057.6,0.5,12.441513679061023,0,0,0,-0.011213573649418296,-0.0,0.0,-0.17386192527756214
2018-06-01,VEDL,EQ,248.3,248.0,258.4,246.5,248.0,248.25,252.84,18640874,471318501275000.0,139804,5049932,0.27090000000000003,23157547.6,13020114.8,-3.5,12.438227203247088,0,0,0,-0.00020138958883897525,-0.0,0.0,-0.17406331486640111
2018-06-04,VEDL,EQ,248.25,248.75,249.45,244.5,245.2,246.75,247.51,11484275,284249915840000.0,91826,4988694,0.4344,21399840.8,16720305.6,-5.400000000000006,12.378016069555803,0,0,0,-0.006060624611690958,-0.0,0.0,-0.18012393947809208
2018-06-05,VEDL,EQ,246.75,246.25,247.5,242.5,246.55,246.25,245.68,8543831,209906939870000.0,59807,2855694,0.3342,21750289.8,16725944.6,-6.5,12.257367399060675,0,0,0,-0.0020283982613927207,-0.0,0.0,-0.1821523377394848
2018-06-06,VEDL,EQ,246.25,246.35,248.6,242.2,246.2,246.45,246.24,19831399,488318933889999.94,110217,10456660,0.5273,16871707.8,21708907.4,-4.849999999999994,12.151727347387794,0,0,0,0.0008118530991884824,0.0,0.0,-0.1813404846402963
2018-06-07,VEDL,EQ,246.45,248.55,256.5,245.9,248.5,247.2,249.87,29651967,740925711005000.0,145567,11744800,0.3961,17565494.0,21336109.6,-1.8500000000000227,12.120459328896501,0,0,0,0.0030385924321490133,0.0,0.0,-0.1783018922081473
2018-06-08,VEDL,EQ,247.2,247.2,247.9,242.55,245.55,246.3,245.92,10413596,256092569965000.0,82791,4739991,0.45520000000000005,17630469.2,23157547.6,-1.0500000000000114,12.123161435113287,0,0,0,-0.00364742045704342,-0.0,0.0,-0.1819493126651907
2018-06-11,VEDL,EQ,246.3,246.3,248.0,245.05,246.15,246.1,246.42,17253950,425164150850000.0,67005,11574966,0.6709,15985013.6,21399840.8,-0.44999999999998863,12.125676269800373,0,0,0,-0.0008123477294821431,-0.0,0.0,-0.18276166039467284
2018-06-12,VEDL,EQ,246.1,246.5,247.25,243.35,245.5,245.5,245.34,9625030,236144967294999.97,89664,4804043,0.4991,17138948.6,21750289.8,-0.15000000000000568,12.127131656835516,0,0,0,-0.002441010162434853,-0.0,0.0,-0.1852026705571077
2018-06-13,VEDL,EQ,245.5,245.7,245.7,241.5,243.0,243.1,243.34,11470921,279128944850000.0,70251,6673662,0.5818,17355188.4,16871707.8,-0.9499999999999886,12.119198507935556,0,0,0,-0.009824065912497638,-0.0,0.0,-0.19502673646960533
2018-06-14,VEDL,EQ,243.1,241.0,243.5,239.1,240.05,240.05,241.82,8930060,215942291255000.03,56383,3584081,0.40140000000000003,15683092.8,17565494.0,-4.099999999999994,12.118852747648674,0,0,0,-0.012625646345128222,-0.0,0.0,-0.20765238281473355
2018-06-15,VEDL,EQ,240.05,241.0,241.0,234.0,236.65,238.6,238.69,24482557,584368981685000.0,142166,13467258,0.5501,11538711.4,17630469.2,-6.25,12.112631554778593,0,0,0,-0.006058725313133683,-0.0,0.0,-0.21371110812786723
2018-06-18,VEDL,EQ,238.6,236.0,236.0,228.65,231.55,232.2,231.7,15575678,360887530420000.0,148430,5904510,0.3791,14352503.6,15985013.6,-7.5,12.083546748376568,0,0,0,-0.027189440400024644,-0.0,0.0,-0.24090054852789186
2018-06-19,VEDL,EQ,232.2,228.95,229.85,221.6,224.05,224.3,225.79,22092589,498820987964999.94,180266,10670594,0.483,14016849.2,17138948.6,-13.300000000000011,12.115992217901196,1,1,1,-0.03461462773762837,-0.03461462773762837,-0.03461462773762837,-0.27551517626552025
2018-06-20,VEDL,EQ,224.3,226.0,230.15,225.25,228.15,228.7,228.47,17011598,388667144805000.0,148423,6749682,0.3968,16510361.0,17355188.4,-18.799999999999983,12.209628372722893,1,1,2,0.019426659502572722,0.019426659502572722,-0.015187968235055648,-0.2560885167629475
2018-06-21,VEDL,EQ,228.7,227.5,230.8,226.0,228.8,229.05,229.41,16864366,386877410165000.0,122852,8549227,0.5069,17618496.4,15683092.8,-11.350000000000023,12.167050637361593,0,1,3,0.0015292193040158033,0.0015292193040158033,-0.013658748931039844,-0.25455929745893174
2018-06-22,VEDL,EQ,229.05,228.05,229.85,226.55,228.75,228.55,228.43,15062203,344067578045000.0,102184,8664515,0.5752,19205357.6,11538711.4,-9.549999999999983,12.051941993225851,0,1,4,-0.0021853155549977693,-0.0021853155549977693,-0.015844064486037614,-0.25674461301392953
2018-06-25,VEDL,EQ,228.55,229.0,239.5,229.0,230.2,230.65,233.37,40657710,948832298220000.1,176295,19766294,0.48619999999999997,17321286.8,14352503.6,-3.6499999999999773,11.910737230064152,0,1,5,0.009146405226076203,0.009146405226076203,-0.006697659259961412,-0.24759820778785332
2018-06-26,VEDL,EQ,230.65,228.8,233.4,225.55,231.0,231.45,229.88,13407360,308211491340000.0,110316,4546543,0.33909999999999996,22337693.2,14016849.2,6.349999999999994,11.743735177067421,0,0,0,0.003462457473449971,0.0,-0.006697659259961412,-0.24413575031440335
2018-06-27,VEDL,EQ,231.45,233.0,233.25,228.15,230.15,230.1,229.53,12766494,293023608625000.0,81312,6816975,0.534,20600647.4,16510361.0,2.75,11.764246295835989,0,0,0,-0.0058498704359592835,-0.0,-0.006697659259961412,-0.24998562075036262
2018-06-28,VEDL,EQ,230.1,231.0,233.6,229.5,230.2,230.0,230.65,12656271,291915444545000.0,75372,6492412,0.513,19751626.6,17618496.4,1.049999999999983,11.76738237157218,0,0,0,-0.0004346881181247725,-0.0,-0.006697659259961412,-0.2504203088684874
2018-06-29,VEDL,EQ,230.0,228.0,237.85,228.0,236.2,236.2,234.53,11526273,270328647535000.0,127077,4253013,0.369,18910007.6,19205357.6,1.4499999999999886,11.782452240857191,0,0,0,0.026599594840066448,0.0,-0.006697659259961412,-0.22382071402842094
2018-07-02,VEDL,EQ,236.2,234.75,243.8,228.3,237.35,239.85,234.97,17820231,418728138800000.0,141791,4604793,0.2584,18202821.6,17321286.8,5.549999999999983,11.807539653829986,0,0,0,0.015334824184811104,0.0,-0.006697659259961412,-0.20848588984360983
2018-07-03,VEDL,EQ,239.85,236.2,236.2,230.05,231.0,231.05,231.93,15851682,367646057375000.0,123937,3675999,0.23190000000000002,13635325.8,22337693.2,8.400000000000006,11.84613289839619,0,0,0,-0.03737959063179741,-0.0,-0.006697659259961412,-0.24586548047540724
2018-07-04,VEDL,EQ,231.05,229.45,229.45,225.2,228.0,228.05,227.48,11756061,267425461785000.0,83558,3571205,0.3038,14124190.2,20600647.4,0.950000000000017,11.763994578133028,0,0,0,-0.013069234158565923,-0.0,-0.006697659259961412,-0.25893471463397316
2018-07-05,VEDL,EQ,228.05,227.0,227.0,219.0,219.2,221.3,222.59,12643742,281431310275000.0,102680,5078834,0.4017,13922103.6,19751626.6,-1.9499999999999886,11.556220186548881,0,0,0,-0.03004565610070545,-0.0,-0.006697659259961412,-0.28898037073467864
2018-07-06,VEDL,EQ,221.3,219.0,224.7,216.55,219.05,219.1,220.54,14107005,311109572360000.0,95051,5132255,0.3638,13919597.8,18910007.6,-14.899999999999977,11.496590799015152,1,1,1,-0.009991000455583236,-0.009991000455583236,-0.016688659715544646,-0.29897137119026185
2018-07-09,VEDL,EQ,219.1,222.25,227.55,221.1,225.0,226.6,224.72,10712428,240731172469999.97,85715,2781995,0.2597,14435744.2,18202821.6,-20.75,11.589907835542242,1,1,2,0.03365810199248518,0.03365810199248518,0.016969442276940534,-0.26531326919777665
2018-07-10,VEDL,EQ,226.6,227.05,228.0,224.85,226.0,226.05,226.34,8513918,192699952560000.0,97954,2864727,0.33649999999999997,13014183.6,13635325.8,-4.450000000000017,11.587610710137652,0,1,3,-0.0024301348532916704,-0.0024301348532916704,0.014539307423648864,-0.26774340405106833
2018-07-11,VEDL,EQ,226.05,222.9,222.9,216.25,218.2,218.1,219.05,16370691,358597640205000.0,160989,6318255,0.3859,11546630.8,14124190.2,-2.0,11.582776311001904,0,1,4,-0.03580254053303086,-0.03580254053303086,-0.021263233109382,-0.3035459445840992
