Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Last 5 Day Avg. Vol,Previous-Last 5 Day Avg. Vol,5 Day Price Change(5Day),STD of 100 Day Price Change(5Day),signal,c_signal,exit,return,str_return,cu_str_return,cu_mar_return
2018-03-12,VEDL,EQ,304.15,308.3,318.75,305.6,316.55,317.4,312.44,11167602,348924054770000.0,79096,3278666,0.2936,11354935.4,8707742.4,-11.75,,0,0,0,0.04264180732559426,0.0,,
2018-03-13,VEDL,EQ,317.4,315.0,324.0,312.0,319.65,321.05,319.64,17819886,569602652380000.0,105113,5583877,0.3134,11734629.6,8307371.2,3.9499999999999886,,0,0,0,0.011434066147748806,0.0,,
2018-03-14,VEDL,EQ,321.05,319.55,323.1,315.7,319.05,318.95,319.33,10148672,324078721180000.0,64657,3406962,0.3357,12971806.6,8865713.6,11.699999999999989,,0,0,0,-0.006562523552093079,-0.0,,
2018-03-15,VEDL,EQ,318.95,319.7,320.8,315.0,316.0,316.95,317.22,9166951,290797422925000.0,54594,3957588,0.43170000000000003,12561748.0,10365919.6,10.550000000000011,,0,0,0,-0.006290317957788898,-0.0,,
2018-03-16,VEDL,EQ,316.95,317.0,317.0,306.8,310.75,308.9,311.48,13398137,417331454520000.0,95295,7748956,0.5784,12431453.6,10216290.2,12.800000000000011,,0,0,0,-0.025726432805639375,-0.0,,
2018-03-19,VEDL,EQ,308.9,311.45,313.6,304.0,308.5,307.2,307.23,10063284,309170016855000.0,66565,4009923,0.3985,12340249.6,11354935.4,-8.5,,0,0,0,-0.00551859865101893,-0.0,,
2018-03-20,VEDL,EQ,307.2,284.8,293.1,283.75,288.15,287.1,289.16,14598256,422121674385000.0,105188,3643797,0.24960000000000002,12119386.0,11734629.6,-13.850000000000023,,0,0,0,-0.06766841414649871,-0.0,,
2018-03-21,VEDL,EQ,287.1,290.0,293.5,282.5,285.9,285.75,288.04,11337441,326568368015000.0,102127,3215710,0.2836,11475060.0,12971806.6,-31.849999999999966,,0,0,0,-0.0047132844520983135,-0.0,,
2018-03-22,VEDL,EQ,285.75,288.8,294.2,285.9,290.45,291.8,290.24,12008468,348527954365000.0,101393,3829257,0.3189,11712813.8,12561748.0,-31.19999999999999,,0,0,0,0.020951333413765347,0.0,,
2018-03-23,VEDL,EQ,291.8,284.25,285.5,274.3,275.4,276.0,279.14,13290580,370997553475000.0,103992,4913875,0.3697,12281117.2,12431453.6,-17.099999999999966,,0,0,0,-0.0556677703715353,-0.0,,
2018-03-26,VEDL,EQ,276.0,276.4,286.0,268.75,285.5,283.3,275.79,14875633,410248430760000.0,112714,5655237,0.38020000000000004,12259605.8,12340249.6,-31.19999999999999,,0,0,0,0.026105541119320917,0.0,,
2018-03-27,VEDL,EQ,283.3,288.0,289.9,283.7,287.5,287.0,287.11,10333840,296695689460000.0,73916,3308272,0.3201,13222075.6,12119386.0,-3.8000000000000114,,0,0,0,0.012975808923150096,0.0,,
2018-03-28,VEDL,EQ,287.0,283.95,285.95,276.65,279.05,277.85,280.71,14701677,412691835130000.0,106090,7377336,0.5018,12369192.4,11475060.0,1.25,,0,0,0,-0.0324008160336908,-0.0,,
2018-04-02,VEDL,EQ,277.85,284.0,284.9,277.45,282.1,282.3,281.39,6555940,184477531515000.0,80809,1183845,0.18059999999999998,13042039.6,11712813.8,-13.949999999999989,,0,0,0,0.015888935533513403,0.0,,
2018-04-03,VEDL,EQ,282.3,279.0,284.7,278.55,283.5,283.2,281.63,9718071,273690982944999.97,70061,2954104,0.304,11951534.0,12281117.2,6.300000000000011,,0,0,0,0.0031830265601208913,0.0,,
2018-04-04,VEDL,EQ,283.2,284.45,289.8,271.5,271.9,274.3,282.91,12818170,362639931640000.0,113219,4255331,0.332,11237032.2,12259605.8,-0.10000000000002274,,0,0,0,-0.031930963876007044,-0.0,,
2018-04-05,VEDL,EQ,274.3,280.6,291.75,280.2,289.55,289.9,286.58,15456965,442958679860000.06,98903,4378022,0.2832,10825539.6,13222075.6,-12.699999999999989,,0,0,0,0.055313637984052186,0.0,,
